Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
12740792883,"Oct 25, 2024, 8:48:54 AM",Morning Ride wt,Ride,"152 Obciążenie treningowe.
-- from COROS",12972,34.35,168.0,42,false,"",Uniwersalny,activities/13584478990.fit.gz,,18.0,12972.0,8283.0,34354.5,10.3,4.148,181.0,173.0,-12.0,27.8,49.1,0.0,,,,0.0,168.0,116.0,,94.0,1359.0,,22.0,42.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.648,3780.7,,,,,,,,,,,,,,,,,,,,,""
12735109334,"Oct 24, 2024, 3:38:05 PM",Afternoon Ride wt,Ride,"56 Obciążenie treningowe.
-- from COROS",4551,10.51,156.0,12,false,"",Uniwersalny,activities/13578385040.fit.gz,,18.0,4551.0,2376.0,10512.8,11.1,4.425,103.0,112.0,10.6,62.0,49.7,-0.1,,,,0.0,156.0,121.0,,101.0,521.0,,23.0,12.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.31,431.5,,,,,,,,,,,,,,,,,,,,,""
12733453644,"Oct 24, 2024, 11:02:41 AM",Afternoon Ride wt ub,Ride,"97 Obciążenie treningowe.
-- from COROS",7574,19.35,161.0,26,false,"",Uniwersalny,activities/13576575589.fit.gz,,18.0,7574.0,4284.0,19357.3,9.1,4.519,116.0,118.0,26.6,58.0,49.9,0.0,,,,0.0,161.0,121.0,,103.0,849.0,,25.0,26.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.556,2296.0,,,,,,,,,,,,,,,,,,,,,""
12727243484,"Oct 23, 2024, 4:03:24 PM",Evening Ride wt ub,Ride,"47 Obciążenie treningowe.
-- from COROS",3940,8.38,146.0,9,false,"",Uniwersalny,activities/13569938105.fit.gz,,18.0,3940.0,2289.0,8382.9,8.3,3.662,63.0,66.0,11.4,28.2,47.8,0.0,,,,0.0,146.0,118.0,,87.0,441.0,,21.0,9.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.128,682.3,,,,,,,,,,,,,,,,,,,,,""
12724361342,"Oct 23, 2024, 10:34:32 AM",Lunch Ride,E-Bike Ride,"29 Obciążenie treningowe.
-- from COROS",1679,8.93,143.0,7,false,"",Mevo,activities/13566835556.fit.gz,,18.0,1679.0,1491.0,8930.9,10.4,5.99,52.0,35.0,1.0,24.2,15.7,0.2,,,,0.0,143.0,124.0,,114.0,221.0,,21.0,7.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,5.319,374.5,,,,,,,,,,,,,,,,,,,,,""
12723252718,"Oct 23, 2024, 7:13:45 AM",Morning Ride,E-Bike Ride,"10 Obciążenie treningowe.
-- from COROS",1646,9.05,130.0,3,false,"",Mevo,activities/13565635734.fit.gz,,18.0,1646.0,1503.0,9049.0,8.9,6.021,22.0,41.0,-6.6,17.2,12.8,-0.2,,,,0.0,130.0,102.0,,105.0,152.0,,26.0,3.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,5.498,801.3,,,,,,,,,,,,,,,,,,,,,""
12717345919,"Oct 22, 2024, 1:56:06 PM",Afternoon Ride,E-Bike Ride,"30 Obciążenie treningowe.
-- from COROS",2340,9.25,135.0,7,false,"",Mevo,activities/13559364803.fit.gz,,18.0,2340.0,2024.0,9258.5,7.5,4.574,52.0,36.0,1.2,20.8,20.0,0.2,,,,0.0,135.0,116.0,,93.0,280.0,,21.0,7.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,3.957,372.5,,,,,,,,,,,,,,,,,,,,,""
12715618549,"Oct 22, 2024, 10:12:03 AM",Lunch Ride,E-Bike Ride,"24 Obciążenie treningowe.
-- from COROS",2008,8.85,133.0,5,false,"",Mevo,activities/13557510530.fit.gz,,18.0,2008.0,1614.0,8850.3,9.8,5.483,32.0,58.0,-10.0,28.0,15.4,-0.3,,,,0.0,133.0,115.0,,96.0,234.0,,21.0,5.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.408,526.0,,,,,,,,,,,,,,,,,,,,,""
12709332643,"Oct 21, 2024, 2:24:14 PM",Afternoon Ride,Ride,"107 Obciążenie treningowe.
-- from COROS‍
0.21 new kilometers

-- From Wandrer",3625,11.55,181.0,33,false,,Uniwersalny,activities/13550785484.fit.gz,,18.0,3625.0,2446.0,11553.6,10.3,4.723,67.0,99.0,-0.4,48.6,44.2,-0.3,,,,0.0,181.0,138.0,,106.0,543.0,,22.0,33.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,3.187,1552.1,,,,,,,,,,,,,,,,,,,,,""
12708641162,"Oct 21, 2024, 11:49:57 AM",Afternoon Ride,Ride,"89 Obciążenie treningowe.
-- from COROS",6499,18.78,168.0,25,false,,Uniwersalny,activities/13550037727.fit.gz,,18.0,6499.0,4236.0,18782.6,7.9,4.434,115.0,117.0,5.6,30.0,50.0,0.0,,,,0.0,168.0,117.0,,99.0,741.0,,22.0,25.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.89,1949.9,,,,,,,,,,,,,,,,,,,,,""
12707254430,"Oct 21, 2024, 9:45:26 AM",Lunch Ride,Ride,"7 Obciążenie treningowe.
-- from COROS",1370,1.74,137.0,1,false,,Uniwersalny,activities/13548542297.fit.gz,,18.0,1370.0,508.0,1742.3,5.9,3.43,3.0,4.0,40.8,45.8,20.0,0.0,,,,0.0,137.0,108.0,,74.0,115.0,,25.0,1.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,1.272,49.0,,,,,,,,,,,,,,,,,,,,,""
12701306340,"Oct 20, 2024, 1:03:07 PM",Afternoon Ride,E-Bike Ride,"28 Obciążenie treningowe.
-- from COROS",2133,9.88,132.0,6,false,"",Mevo,activities/13542091036.fit.gz,,18.0,2133.0,1871.0,9881.9,7.8,5.282,60.0,15.0,-7.0,40.0,16.3,0.5,,,,0.0,132.0,118.0,,104.0,260.0,,18.0,6.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.633,199.9,,,,,,,,,,,,,,,,,,,,,""
12701306294,"Oct 20, 2024, 10:06:21 AM",Lunch Ride,E-Bike Ride,"20 Obciążenie treningowe.
-- from COROS",1825,8.80,144.0,4,false,"",Mevo,activities/13542091064.fit.gz,,18.0,1825.0,1575.0,8801.8,8.9,5.588,15.0,52.0,-19.2,17.8,25.0,-0.4,,,,0.0,144.0,109.0,,82.0,203.0,,23.0,4.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.823,482.5,,,,,,,,,,,,,,,,,,,,,""
12694007598,"Oct 19, 2024, 3:30:04 PM",Afternoon Ride ub,Ride,"9 Obciążenie treningowe.
-- from COROS",1430,3.69,142.0,2,false,"",Uniwersalny,activities/13534217108.fit.gz,,18.0,1430.0,871.0,3694.9,8.3,4.242,26.0,31.0,11.4,31.6,49.8,-0.1,,,,0.0,142.0,101.0,,100.0,133.0,,26.0,2.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.584,158.5,,,,,,,,,,,,,,,,,,,,,""
12694957531,"Oct 18, 2024, 4:22:54 PM",Afternoon Ride,E-Bike Ride,"",819,4.02,119.0,1,false,"",Mevo,activities/13525865952.fit.gz,,18.0,819.0,737.0,4020.0,7.8,5.455,34.0,12.4,11.0,17.4,10.0,0.1,,,,,119.0,100.0,,84.0,69.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.908,112.5,,,,,,,,,,,,,,,,,,,,,""
12686231056,"Oct 18, 2024, 3:59:31 PM",Afternoon Ride,Ride,"20 Obciążenie treningowe.
-- from COROS",1403,3.67,143.0,3,false,,Uniwersalny,activities/13525865952.fit.gz,,18.0,1403.0,956.0,3675.0,7.2,3.844,34.0,15.0,-4.8,12.4,13.3,0.4,,,,0.0,143.0,119.0,,97.0,230.0,,25.0,3.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.619,152.0,,,,,,,,,,,,,,,,,,,,,""
12684005054,"Oct 18, 2024, 11:05:29 AM",Afternoon Ride,Ride,"2 Obciążenie treningowe.
-- from COROS",310,1.01,113.0,0,false,,Uniwersalny,activities/13523473755.fit.gz,,18.0,310.0,278.0,1018.0,7.2,3.662,0.0,8.0,22.8,30.6,4.0,-0.8,,,,0.0,113.0,102.0,,64.0,29.0,,28.0,0.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,3.284,0.0,,,,,,,,,,,,,,,,,,,,,""
12677727234,"Oct 17, 2024, 2:09:21 PM",Afternoon Ride,E-Bike Ride,"10 Obciążenie treningowe.
-- from COROS",1062,4.62,125.0,2,false,"",Mevo,activities/13516758677.fit.gz,,18.0,1062.0,886.0,4626.0,7.6,5.221,23.0,8.0,3.2,20.8,8.9,0.3,,,,0.0,125.0,110.0,,91.0,117.0,,24.0,2.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.356,140.3,,,,,,,,,,,,,,,,,,,,,""
12677243483,"Oct 17, 2024, 12:56:03 PM",Afternoon Ride,E-Bike Ride,"7 Obciążenie treningowe.
-- from COROS",897,4.43,129.0,2,false,"",Mevo,activities/13516238769.fit.gz,,18.0,897.0,861.0,4436.3,8.4,5.152,25.0,20.0,-8.4,3.0,25.7,0.1,,,,0.0,129.0,104.0,,99.0,89.0,,23.0,2.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.946,464.3,,,,,,,,,,,,,,,,,,,,,""
12675479152,"Oct 17, 2024, 8:13:56 AM",Morning Ride,E-Bike Ride,"5 Obciążenie treningowe.
-- from COROS",871,3.29,120.0,2,false,"",Mevo,activities/13514345512.fit.gz,,18.0,871.0,759.0,3290.4,7.9,4.335,2.0,15.0,19.4,34.6,20.0,-0.4,,,,0.0,120.0,104.0,,73.0,83.0,,24.0,2.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,3.778,217.5,,,,,,,,,,,,,,,,,,,,,""
12669898215,"Oct 16, 2024, 12:22:17 PM",Afternoon Ride,E-Bike Ride,"11 Obciążenie treningowe.
-- from COROS",1720,8.38,122.0,3,false,"",Mevo,activities/13508408933.fit.gz,,18.0,1720.0,1472.0,8388.9,7.9,5.699,42.0,22.0,1.0,24.2,44.4,0.2,,,,0.0,122.0,99.0,,100.0,151.0,,23.0,3.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.877,543.6,,,,,,,,,,,,,,,,,,,,,""
12667298048,"Oct 16, 2024, 7:27:57 AM",Morning Ride,E-Bike Ride,"25 Obciążenie treningowe.
-- from COROS",1675,8.70,140.0,5,false,"",Mevo,activities/13505615393.fit.gz,,18.0,1675.0,1497.0,8701.8,9.0,5.813,15.0,39.0,-13.8,10.6,8.4,-0.3,,,,0.0,140.0,121.0,,88.0,215.0,,23.0,5.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,5.195,539.5,,,,,,,,,,,,,,,,,,,,,""
12661933810,"Oct 15, 2024, 2:39:59 PM",Afternoon Ride wt,Ride,"33 Obciążenie treningowe.
-- from COROS",3166,9.72,141.0,8,false,"",Uniwersalny,activities/13499924187.fit.gz,,18.0,3166.0,2268.0,9720.2,9.8,4.286,71.0,69.0,3.2,33.6,49.9,0.0,,,,0.0,141.0,113.0,,99.0,353.0,,23.0,8.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,3.07,470.5,,,,,,,,,,,,,,,,,,,,,""
12661488324,"Oct 15, 2024, 2:07:52 PM",Afternoon Ride ub,Ride,"6 Obciążenie treningowe.
-- from COROS",1328,2.19,133.0,1,false,"",Uniwersalny,activities/13499436277.fit.gz,,18.0,1328.0,499.0,2192.5,9.1,4.394,12.0,21.0,18.2,29.8,39.3,-0.4,,,,0.0,133.0,105.0,,101.0,109.0,,25.0,1.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,1.651,39.0,,,,,,,,,,,,,,,,,,,,,""
12660558794,"Oct 15, 2024, 10:00:12 AM",Lunch Ride,Ride,,352,1.34,98.0,0,false,,Uniwersalny,activities/13498438935.fit.gz,,18.0,352.0,329.0,1345.3,6.9,4.089,4.0,26.0,16.2,39.0,14.9,-1.6,,,,0.0,98.0,90.0,,67.0,26.0,,28.0,0.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,3.822,257.0,,,,,,,,,,,,,,,,,,,,,""
12659217731,"Oct 15, 2024, 7:50:25 AM",Morning Ride,Ride,"5 Obciążenie treningowe.
-- from COROS",1527,1.77,129.0,1,false,,Uniwersalny,activities/13497001537.fit.gz,,18.0,1527.0,503.0,1769.5,6.2,3.518,33.0,8.0,3.8,31.0,48.9,1.4,,,,0.0,129.0,100.0,,106.0,112.0,,27.0,1.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,1.159,211.0,,,,,,,,,,,,,,,,,,,,,""
12655023481,"Oct 14, 2024, 12:56:58 PM",Afternoon Ride,Ride,"117 Obciążenie treningowe.
-- from COROS",11397,23.11,159.0,26,false,,Uniwersalny,activities/13492504919.fit.gz,,18.0,11397.0,5616.0,23116.1,9.1,4.116,193.0,226.0,-0.2,58.2,45.8,-0.1,,,,0.0,159.0,117.0,,91.0,1204.0,,23.0,26.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.028,2136.2,,,,,,,,,,,,,,,,,,,,,""
12652198618,"Oct 14, 2024, 9:43:57 AM",Lunch Ride,Ride,"81 Obciążenie treningowe.
-- from COROS",5858,16.22,169.0,18,false,,Uniwersalny,activities/13489473470.fit.gz,,18.0,5858.0,3710.0,16220.7,9.2,4.372,138.0,135.0,2.0,43.6,47.8,0.0,,,,0.0,169.0,119.0,,99.0,697.0,,24.0,18.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.769,689.3,,,,,,,,,,,,,,,,,,,,,""
12636153537,"Oct 12, 2024, 7:22:05 AM",Morning Ride,Ride,"99 Obciążenie treningowe.
-- from COROS‍
🎷🐛 34.15 new kilometers

-- From Wandrer",15443,40.45,159.0,35,false,,Uniwersalny,activities/13472094906.fit.gz,,18.0,15443.0,12359.0,40450.4,7.8,3.273,208.0,205.0,21.8,67.0,47.6,0.0,,,,0.0,159.0,102.0,,75.0,1376.0,,21.0,35.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.619,20877.3,,,,,,,,,,,,,,,,,,,,,""
12631597915,"Oct 11, 2024, 6:49:18 PM",Evening Ride ub wt,Ride,"42 Obciążenie treningowe.
-- from COROS",3276,9.46,154.0,10,false,"",Uniwersalny,activities/13467195573.fit.gz,,18.0,3276.0,2113.0,9459.3,9.5,4.477,62.0,44.0,-4.0,27.6,43.9,0.2,,,,0.0,154.0,118.0,,106.0,382.0,,18.0,10.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.887,898.5,,,,,,,,,,,,,,,,,,,,,""
12631330890,"Oct 11, 2024, 6:19:17 PM",Evening Ride,Ride,"18 Obciążenie treningowe.
-- from COROS",1606,5.76,142.0,5,false,,Uniwersalny,activities/13466907531.fit.gz,,18.0,1606.0,1330.0,5761.0,9.2,4.332,9.0,31.0,8.8,31.4,13.9,-0.4,,,,0.0,142.0,114.0,,83.0,174.0,,20.0,5.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,3.587,757.5,,,,,,,,,,,,,,,,,,,,,""
12629613525,"Oct 11, 2024, 12:06:05 PM",Afternoon Ride wt ub,Ride,"136 Obciążenie treningowe.
-- from COROS",9574,21.06,170.0,32,false,"",Uniwersalny,activities/13465069818.fit.gz,,18.0,9574.0,4600.0,21065.4,10.4,4.579,128.0,169.0,3.6,48.0,47.3,-0.2,,,,0.0,170.0,127.0,,104.0,1105.0,,23.0,32.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.2,1753.4,,,,,,,,,,,,,,,,,,,,,""
12627534507,"Oct 11, 2024, 9:16:30 AM",Lunch Ride wt,Ride,"12 Obciążenie treningowe.
-- from COROS",781,2.38,154.0,3,false,"",Uniwersalny,activities/13462815930.fit.gz,,18.0,781.0,599.0,2381.0,8.0,3.975,19.0,10.0,19.8,35.8,47.6,0.5,,,,0.0,154.0,118.0,,109.0,97.0,,23.0,3.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,3.049,45.4,,,,,,,,,,,,,,,,,,,,,""
12621159524,"Oct 10, 2024, 12:13:04 PM",Afternoon Ride,E-Bike Ride,"1 Obciążenie treningowe.
-- from COROS",1808,8.95,97.0,2,false,"",Mevo,activities/13455974742.fit.gz,,18.0,1808.0,1593.0,8952.5,7.6,5.62,51.0,34.0,-4.6,14.4,13.3,0.2,,,,0.0,97.0,76.0,,107.0,95.0,,26.0,2.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.952,1227.0,,,,,,,,,,,,,,,,,,,,,""
12620054199,"Oct 10, 2024, 9:23:58 AM",Lunch Ride,E-Bike Ride,"18 Obciążenie treningowe.
-- from COROS",2032,7.77,128.0,4,false,"",Mevo,activities/13454788088.fit.gz,,18.0,2032.0,1394.0,7771.1,8.7,5.575,26.0,46.0,-7.0,17.6,22.5,-0.2,,,,0.0,128.0,114.0,,89.0,206.0,,24.0,4.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,3.824,325.5,,,,,,,,,,,,,,,,,,,,,""
12615889563,"Oct 9, 2024, 5:59:45 PM",Evening Ride,Ride,"1 Obciążenie treningowe.
-- from COROS",482,1.33,103.0,0,false,,Uniwersalny,activities/13450335723.fit.gz,,18.0,482.0,385.0,1334.3,7.2,3.466,2.0,22.0,22.8,44.8,20.0,-1.5,,,,0.0,103.0,88.0,,66.0,32.0,,27.0,0.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.768,182.0,,,,,,,,,,,,,,,,,,,,,""
12615458147,"Oct 9, 2024, 4:34:30 PM",Evening Ride wt ub,Ride,"19 Obciążenie treningowe.
-- from COROS",2584,5.69,145.0,4,false,"",Uniwersalny,activities/13449881537.fit.gz,,18.0,2584.0,1300.0,5698.1,8.3,4.383,44.0,47.0,6.0,18.2,49.8,-0.1,,,,0.0,145.0,110.0,,91.0,239.0,,26.0,4.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.205,572.5,,,,,,,,,,,,,,,,,,,,,""
12613800484,"Oct 9, 2024, 12:50:36 PM",Afternoon Ride,E-Bike Ride,"13 Obciążenie treningowe.
-- from COROS",2549,8.77,132.0,4,false,"",Mevo,activities/13448117861.fit.gz,,18.0,2549.0,1879.0,8773.0,7.4,4.669,44.0,22.0,-8.2,14.8,40.0,0.3,,,,0.0,132.0,102.0,,95.0,217.0,,25.0,4.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,3.442,889.6,,,,,,,,,,,,,,,,,,,,,""
12611588908,"Oct 9, 2024, 7:14:14 AM",Morning Ride,E-Bike Ride,"5 Obciążenie treningowe.
-- from COROS",412,1.54,138.0,1,false,"",Mevo,activities/13445744727.fit.gz,,18.0,412.0,335.0,1546.1,7.8,4.615,5.0,10.0,19.2,25.8,8.8,-0.2,,,,0.0,138.0,118.0,,74.0,49.0,,27.0,1.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,3.753,390.0,,,,,,,,,,,,,,,,,,,,,""
12607647461,"Oct 8, 2024, 5:38:34 PM",Evening Ride,Ride,"9 Obciążenie treningowe.
-- from COROS",1075,2.03,140.0,2,false,,Uniwersalny,activities/13441578456.fit.gz,,18.0,1075.0,744.0,2034.0,7.6,2.734,11.0,5.0,15.2,22.8,20.8,0.3,,,,0.0,140.0,112.0,,79.0,109.0,,29.0,2.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,1.892,23.5,,,,,,,,,,,,,,,,,,,,,""
12606063428,"Oct 8, 2024, 2:22:08 PM",Afternoon Ride,E-Bike Ride,"28 Obciążenie treningowe.
-- from COROS",2062,10.25,147.0,8,false,"",Mevo,activities/13439906496.fit.gz,,18.0,2062.0,1806.0,10252.3,9.4,5.677,49.0,24.0,-7.6,20.0,25.0,0.2,,,,0.0,147.0,117.0,,105.0,243.0,,24.0,8.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.972,874.5,,,,,,,,,,,,,,,,,,,,,""
12599145036,"Oct 7, 2024, 2:40:17 PM",Afternoon Ride,E-Bike Ride,"",2092,9.99,132.0,6,false,"",Mevo,activities/13432534243.fit.gz,,18.0,2092.0,1980.0,9997.0,7.4,5.049,38.0,23.0,5.0,20.8,10.0,0.1,,,,0.0,132.0,112.0,,85.0,232.0,,22.0,6.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.779,367.0,,,,,,,,,,,,,,,,,,,,,""
12599145073,"Oct 7, 2024, 10:37:58 AM",Lunch Ride,E-Bike Ride,"",1572,7.92,124.0,4,false,"",Mevo,activities/13432534213.fit.gz,,18.0,1572.0,1388.0,7921.5,7.8,5.707,11.0,32.0,20.0,41.8,20.0,-0.3,,,,0.0,124.0,111.0,,79.0,170.0,,24.0,4.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,5.039,997.5,,,,,,,,,,,,,,,,,,,,,""
12580386891,"Oct 5, 2024, 12:45:41 PM",Afternoon Ride,Ride,"‍
0.84 new kilometers

-- From Wandrer",2506,8.33,122.0,4,false,,Uniwersalny,activities/13413254974.fit.gz,,18.0,2506.0,2286.0,8336.4,14.8,3.647,41.0,36.0,2.8,27.0,40.0,0.1,,,,0.0,122.0,88.0,,73.0,174.0,,23.0,4.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,3.327,2721.7,,,,,,,,,,,,,,,,,,,,,""
12579741785,"Oct 5, 2024, 12:00:21 PM",Afternoon Ride,Ride,,764,1.78,105.0,0,false,,Uniwersalny,activities/13412562736.fit.gz,,18.0,764.0,488.0,1779.2,5.7,3.646,0.0,5.0,35.8,41.8,13.6,-0.2,,,,0.0,105.0,87.0,,68.0,45.0,,27.0,0.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,5118853.0,,,,,,,,,,,0.0,2.329,64.0,,,,,,,,,,,,,,,,,,,,,""
12571804187,"Oct 4, 2024, 11:44:17 AM",Afternoon Ride,E-Bike Ride,"‍
👍 2.3 new kilometers

-- From Wandrer",1310,5.55,139.0,3,false,"",Mevo,activities/13404035461.fit.gz,,18.0,1310.0,1105.0,5555.0,7.3,5.027,103.0,26.0,29.4,106.0,23.8,1.4,,,,0.0,139.0,111.0,,141.0,133.0,,26.0,3.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,4.24,2335.0,,,,,,,,,,,,,,,,,,,,,""
12565030308,"Oct 3, 2024, 1:56:09 PM",Afternoon Ride,E-Bike Ride,"",2586,9.34,130.0,5,false,"",Mevo,activities/13396786241.fit.gz,,18.0,2586.0,1858.0,9347.2,9.8,5.031,39.0,15.0,7.6,32.8,49.5,0.3,,,,0.0,130.0,106.0,,89.0,258.0,,22.0,5.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,3.615,888.0,,,,,,,,,,,,,,,,,,,,,""
12562361087,"Oct 3, 2024, 6:47:21 AM",Morning Ride,E-Bike Ride,"",3031,8.09,132.0,4,false,"",Mevo,activities/13393910891.fit.gz,,18.0,3031.0,1397.0,8095.6,8.6,5.795,12.0,33.0,121.4,143.8,11.4,-0.2,,,,0.0,132.0,115.0,,90.0,308.0,,24.0,4.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,6083014.0,,,,,,,,,,,0.0,2.671,747.0,,,,,,,,,,,,,,,,,,,,,""
